Alpha (Bohr),Nuclear Repulsion Energy (Hartree),APset1roGSD_sen-o Electronic Energy (Hartree),APset1roGSD_sen-o Total Energy (Hartree)
0,2.707106781,-4.636562408,-1.929455627
0.1,2.699457144,-4.624766204,-1.92530906
0.2,2.680039604,-4.594473276,-1.914433672
0.25,2.668458387,-4.576074259,-1.907615873
0.3,2.657180451,-4.557818414,-1.900637963
0.35,2.647255684,-4.541360407,-1.894104723
0.4,2.639541248,-4.528158966,-1.888617719
0.45,2.634661561,-4.519410982,-1.884749421
0.5,2.632993162,-4.516008082,-1.88301492
