Alpha (Bohr),Nuclear Repulsion Energy (Hartree),APset1roGSD_sen-o Electronic Energy (Hartree),APset1roGSD_sen-o Total Energy (Hartree)
0,2.221366863,-4.297078967,-2.075712104
0.1,2.219870978,-4.296026805,-2.076155827
0.2,2.215988112,-4.293291787,-2.077303675
0.25,2.21361221,-4.29161529,-2.07800308
0.3,2.211254241,-4.289949098,-2.078694858
0.35,2.209142281,-4.288454791,-2.07931251
0.4,2.207476365,-4.287275028,-2.079798663
0.45,2.20641147,-4.286519934,-2.080108464
0.5,2.206045378,-4.286260527,-2.080215148
