Alpha (Bohr),Nuclear Repulsion Energy (Hartree),FCI Electronic Energy (Hartree),FCI Total Energy (Hartree)
0,2.221366863,-4.352926465,-2.131559602
0.1,2.219870978,-4.35184083,-2.131969852
0.2,2.215988112,-4.349019357,-2.133031245
0.25,2.21361221,-4.347290369,-2.133678159
0.3,2.211254241,-4.345572473,-2.134318232
0.35,2.209142281,-4.34403212,-2.13488984
0.4,2.207476365,-4.342815944,-2.13533958
0.45,2.20641147,-4.342038,-2.13562653
0.5,2.206045378,-4.341770459,-2.13572508
