Alpha (Bohr),Nuclear Repulsion Energy (Hartree),APset1roGSD_sen-ov Electronic Energy (Hartree),APset1roGSD_sen-ov Total Energy (Hartree)
0,3.230710144,-5.229695222,-1.998985078
0.1,3.204065557,-5.189751975,-1.985686418
0.2,3.139669012,-5.080861362,-1.94119235
0.25,3.103284152,-5.008210452,-1.9049263
0.3,3.069173913,-4.928004504,-1.858830591
0.35,3.04016172,-4.846696555,-1.806534835
0.4,3.018222598,-4.775826686,-1.757604088
0.45,3.004609024,-4.71638628,-1.711777256
0.5,3,-4.658168663,-1.658168663
