Alpha (Bohr),Nuclear Repulsion Energy (Hartree),APG1roSD_sen-v Electronic Energy (Hartree),APG1roSD_sen-v Total Energy (Hartree)
0,2.707106781,-4.657658407,-1.950551625
0.1,2.699457144,-4.646543597,-1.947086453
0.2,2.680039604,-4.622061689,-1.942022085
0.25,2.668458387,-4.610281029,-1.941822643
0.3,2.657180451,-4.600002805,-1.942822354
0.35,2.647255684,-4.591755575,-1.944499891
0.4,2.639541248,-4.585769256,-1.946228008
0.45,2.634661561,-4.582145338,-1.947483777
0.5,2.632993162,-4.516089663,-1.883096501
